leaf,total,density,timepoints,species,plantedyear,plantedtype
0.12,0.426730153,104.4444444,1,soybean,2016,monoculture
0.1,0.494902376,104.4444444,1,soybean,2016,monoculture
0.09,0.508143327,104.4444444,1,soybean,2016,monoculture
0.105,0.360415654,104.4444444,1,soybean,2016,monoculture
0.075,0.161907169,104.4444444,1,soybean,2016,monoculture
0.05,0.085096347,104.4444444,1,soybean,2016,monoculture
0.093,0.238490741,104.4444444,1,soybean,2016,monoculture
0.117,0.351020012,104.4444444,1,soybean,2016,monoculture
0.131,0.560070755,104.4444444,1,soybean,2016,monoculture
0.103,0.316446502,104.4444444,1,soybean,2016,monoculture
0.05,0.273500191,109.3333333,1,soybean,2016,monoculture
0.08,0.283337546,109.3333333,1,soybean,2016,monoculture
0.11,0.432625117,109.3333333,1,soybean,2016,monoculture
0.122,0.387957269,109.3333333,1,soybean,2016,monoculture
0.102,0.384304263,109.3333333,1,soybean,2016,monoculture
0.108,0.28680129,109.3333333,1,soybean,2016,monoculture
0.091,0.283763554,109.3333333,1,soybean,2016,monoculture
0.077,0.207300218,109.3333333,1,soybean,2016,monoculture
0.077,0.144210855,109.3333333,1,soybean,2016,monoculture
0.082,0.149037664,109.3333333,1,soybean,2016,monoculture
0.05,0.820638003,83.11111111,1,soybean,2016,monoculture
0.06,0.750840704,83.11111111,1,soybean,2016,monoculture
0.12,0.500067484,83.11111111,1,soybean,2016,monoculture
0.079,0.278646429,83.11111111,1,soybean,2016,monoculture
0.089,0.193742756,83.11111111,1,soybean,2016,monoculture
0.128,0.392903382,83.11111111,1,soybean,2016,monoculture
0.125,0.392903382,83.11111111,1,soybean,2016,monoculture
0.063,0.169788102,83.11111111,1,soybean,2016,monoculture
0.061,0.191186894,83.11111111,1,soybean,2016,monoculture
0.081,0.190512469,83.11111111,1,soybean,2016,monoculture
0.1,0.502166923,74.22222222,1,soybean,2016,monoculture
0.11,0.548914967,74.22222222,1,soybean,2016,monoculture
0.09,0.597884733,74.22222222,1,soybean,2016,monoculture
0.107,0.35560846,74.22222222,1,soybean,2016,monoculture
0.084,0.227790383,74.22222222,1,soybean,2016,monoculture
0.056,0.08227177,74.22222222,1,soybean,2016,monoculture
0.112,0.28680129,74.22222222,1,soybean,2016,monoculture
0.073,0.205159501,74.22222222,1,soybean,2016,monoculture
0.111,0.2883214,74.22222222,1,soybean,2016,monoculture
0.102,0.308691329,74.22222222,1,soybean,2016,monoculture
0.1,0.325809618,84.44444444,1,soybean,2016,monoculture
0.12,0.455580766,84.44444444,1,soybean,2016,monoculture
0.11,0.889351877,84.44444444,1,soybean,2016,monoculture
0.088,0.207422688,84.44444444,1,soybean,2016,monoculture
0.089,0.542010444,84.44444444,1,soybean,2016,monoculture
0.071,0.304235966,84.44444444,1,soybean,2016,monoculture
0.104,0.343821636,84.44444444,1,soybean,2016,monoculture
0.07,0.354458555,84.44444444,1,soybean,2016,monoculture
0.092,0.261637078,84.44444444,1,soybean,2016,monoculture
0.088,0.241353245,84.44444444,1,soybean,2016,monoculture
0.07,0.524518227,64.88888889,1,soybean,2016,monoculture
0.1,0.60360254,64.88888889,1,soybean,2016,monoculture
0.11,0.455198891,64.88888889,1,soybean,2016,monoculture
0.097,0.192226185,64.88888889,1,soybean,2016,monoculture
0.075,0.229621044,64.88888889,1,soybean,2016,monoculture
0.07,0.195635181,64.88888889,1,soybean,2016,monoculture
0.062,0.187217998,64.88888889,1,soybean,2016,monoculture
0.105,0.312142038,64.88888889,1,soybean,2016,monoculture
0.106,0.2883214,64.88888889,1,soybean,2016,monoculture
0.094,0.236760017,64.88888889,1,soybean,2016,monoculture
0.06,0.42479496,72.44444444,1,soybean,2016,monoculture
0.08,0.492231244,72.44444444,1,soybean,2016,monoculture
0.04,0.36236649,72.44444444,1,soybean,2016,monoculture
0.101,0.430260377,72.44444444,1,soybean,2016,monoculture
0.088,0.398221811,72.44444444,1,soybean,2016,monoculture
0.13,0.314937876,72.44444444,1,soybean,2016,monoculture
0.089,0.295642061,72.44444444,1,soybean,2016,monoculture
0.088,0.230217568,72.44444444,1,soybean,2016,monoculture
0.091,0.223463387,72.44444444,1,soybean,2016,monoculture
0.108,0.327425258,72.44444444,1,soybean,2016,monoculture
0.14,0.510587023,79.11111111,1,soybean,2016,monoculture
0.11,0.492620567,79.11111111,1,soybean,2016,monoculture
0.15,0.569603703,79.11111111,1,soybean,2016,monoculture
0.101,0.449251662,79.11111111,1,soybean,2016,monoculture
0.082,0.294359381,79.11111111,1,soybean,2016,monoculture
0.082,0.20953479,79.11111111,1,soybean,2016,monoculture
0.089,0.259041241,79.11111111,1,soybean,2016,monoculture
0.061,0.157521258,79.11111111,1,soybean,2016,monoculture
0.057,0.131409879,79.11111111,1,soybean,2016,monoculture
0.087,0.288181363,79.11111111,1,soybean,2016,monoculture
0.07,0.383682166,110.6666667,1,soybean,2016,monoculture
0.08,0.202011895,110.6666667,1,soybean,2016,monoculture
0.15,0.426730153,110.6666667,1,soybean,2016,monoculture
0.107,0.380544243,110.6666667,1,soybean,2016,monoculture
0.117,0.385478315,110.6666667,1,soybean,2016,monoculture
0.091,0.381067644,110.6666667,1,soybean,2016,monoculture
0.097,0.339888618,110.6666667,1,soybean,2016,monoculture
0.072,0.228826508,110.6666667,1,soybean,2016,monoculture
0.067,0.164343354,110.6666667,1,soybean,2016,monoculture
0.089,0.20610562,110.6666667,1,soybean,2016,monoculture
0.13,0.34789227,108,1,soybean,2016,monoculture
0.12,0.352414672,108,1,soybean,2016,monoculture
0.095,0.466503408,108,1,soybean,2016,monoculture
0.102,0.350426344,108,1,soybean,2016,monoculture
0.113,0.478759133,108,1,soybean,2016,monoculture
0.072,0.161275761,108,1,soybean,2016,monoculture
0.108,0.311193436,108,1,soybean,2016,monoculture
0.094,0.468026683,108,1,soybean,2016,monoculture
0.07,0.190887391,108,1,soybean,2016,monoculture
0.11,0.33946261,108,1,soybean,2016,monoculture
0.08,0.359386109,81.33333333,1,soybean,2016,monoculture
0.07,0.366044201,81.33333333,1,soybean,2016,monoculture
0.04,0.465749343,81.33333333,1,soybean,2016,monoculture
0.12,0.428258642,81.33333333,1,soybean,2016,monoculture
0.074,0.182784112,81.33333333,1,soybean,2016,monoculture
0.126,0.51343047,81.33333333,1,soybean,2016,monoculture
0.124,0.482680915,81.33333333,1,soybean,2016,monoculture
0.112,0.35929722,81.33333333,1,soybean,2016,monoculture
0.103,0.300353414,81.33333333,1,soybean,2016,monoculture
0.087,0.255843231,81.33333333,1,soybean,2016,monoculture
0.11,0.598685229,60,1,soybean,2016,monoculture
0.15,0.782561207,60,1,soybean,2016,monoculture
0.14,0.524940325,60,1,soybean,2016,monoculture
0.084,0.216809764,60,1,soybean,2016,monoculture
0.1,0.363525272,60,1,soybean,2016,monoculture
0.073,0.192581367,60,1,soybean,2016,monoculture
0.128,0.506065241,60,1,soybean,2016,monoculture
0.073,0.201117048,60,1,soybean,2016,monoculture
0.116,0.395813248,60,1,soybean,2016,monoculture
0.085,0.350746202,60,1,soybean,2016,monoculture
0.16,0.568127728,38.22222222,1,soybean,2016,monoculture
0.2,0.429228473,38.22222222,1,soybean,2016,monoculture
0.09,0.432855905,38.22222222,1,soybean,2016,monoculture
0.074,0.185082433,38.22222222,1,soybean,2016,monoculture
0.084,0.181005343,38.22222222,1,soybean,2016,monoculture
0.071,0.146796451,38.22222222,1,soybean,2016,monoculture
0.096,0.242860754,38.22222222,1,soybean,2016,monoculture
0.062,0.09439888,38.22222222,1,soybean,2016,monoculture
0.072,0.209162227,38.22222222,1,soybean,2016,monoculture
0.114,0.337293525,38.22222222,1,soybean,2016,monoculture
0.12,0.545922171,40.44444444,1,soybean,2016,monoculture
0.13,0.718662721,40.44444444,1,soybean,2016,monoculture
0.16,0.534179977,40.44444444,1,soybean,2016,monoculture
0.052,0.104223696,40.44444444,1,soybean,2016,monoculture
0.093,0.278989569,40.44444444,1,soybean,2016,monoculture
0.081,0.239173359,40.44444444,1,soybean,2016,monoculture
0.081,0.230258908,40.44444444,1,soybean,2016,monoculture
0.084,0.239173359,40.44444444,1,soybean,2016,monoculture
0.09,0.296529148,40.44444444,1,soybean,2016,monoculture
0.094,0.27947883,40.44444444,1,soybean,2016,monoculture
0.11,0.474144614,36.88888889,1,soybean,2016,monoculture
0.1,0.494302253,36.88888889,1,soybean,2016,monoculture
0.13,0.442056389,36.88888889,1,soybean,2016,monoculture
0.12,0.424606133,36.88888889,1,soybean,2016,monoculture
0.119,0.38976577,36.88888889,1,soybean,2016,monoculture
0.116,0.36138592,36.88888889,1,soybean,2016,monoculture
0.106,0.348736961,36.88888889,1,soybean,2016,monoculture
0.08,0.1673562,36.88888889,1,soybean,2016,monoculture
0.089,0.26290244,36.88888889,1,soybean,2016,monoculture
0.077,0.187771318,36.88888889,1,soybean,2016,monoculture
0.07,0.324604033,46.66666667,1,soybean,2016,monoculture
0.14,0.334608489,46.66666667,1,soybean,2016,monoculture
0.18,0.416106703,46.66666667,1,soybean,2016,monoculture
0.117,0.464372684,46.66666667,1,soybean,2016,monoculture
0.124,0.480795443,46.66666667,1,soybean,2016,monoculture
0.085,0.189881868,46.66666667,1,soybean,2016,monoculture
0.072,0.215003559,46.66666667,1,soybean,2016,monoculture
0.105,0.4145365,46.66666667,1,soybean,2016,monoculture
0.123,0.371987209,46.66666667,1,soybean,2016,monoculture
0.072,0.212675133,46.66666667,1,soybean,2016,monoculture
0.07,0.215600455,55.55555556,1,soybean,2016,monoculture
0.21,0.394229638,55.55555556,1,soybean,2016,monoculture
0.12,0.268267796,55.55555556,1,soybean,2016,monoculture
