leaf,total,density,timepoints,species,plantedyear,plantedtype
0.032,0.054,603.1111111,1,flax,2011,monoculture
0.041,0.06,603.1111111,1,flax,2011,monoculture
0.023,0.041,603.1111111,1,flax,2011,monoculture
0.026,0.041,603.1111111,1,flax,2011,monoculture
0.072,0.113,603.1111111,1,flax,2011,monoculture
0.052,0.074,603.1111111,1,flax,2011,monoculture
0.029,0.049,603.1111111,1,flax,2011,monoculture
0.02,0.036,603.1111111,1,flax,2011,monoculture
0.016,0.032,603.1111111,1,flax,2011,monoculture
0.011,0.017,603.1111111,1,flax,2011,monoculture
0.016,0.028,603.1111111,1,flax,2011,monoculture
0.006,0.011,603.1111111,1,flax,2011,monoculture
0.01,0.019,603.1111111,1,flax,2011,monoculture
0.005,0.013,603.1111111,1,flax,2011,monoculture
0.02,0.034,603.1111111,1,flax,2011,monoculture
0.006,0.01,603.1111111,1,flax,2011,monoculture
0.004,0.011,603.1111111,1,flax,2011,monoculture
0.006,0.009,603.1111111,1,flax,2011,monoculture
0.043,0.065,895.1111111,1,flax,2011,monoculture
0.021,0.04,895.1111111,1,flax,2011,monoculture
0.027,0.045,895.1111111,1,flax,2011,monoculture
0.016,0.029,895.1111111,1,flax,2011,monoculture
0.015,0.025,895.1111111,1,flax,2011,monoculture
0.022,0.039,895.1111111,1,flax,2011,monoculture
0.03,0.048,895.1111111,1,flax,2011,monoculture
0.027,0.044,895.1111111,1,flax,2011,monoculture
0.015,0.027,895.1111111,1,flax,2011,monoculture
0.023,0.037,895.1111111,1,flax,2011,monoculture
0.015,0.03,895.1111111,1,flax,2011,monoculture
0.014,0.024,895.1111111,1,flax,2011,monoculture
0.009,0.021,895.1111111,1,flax,2011,monoculture
0.012,0.017,895.1111111,1,flax,2011,monoculture
0.01,0.018,895.1111111,1,flax,2011,monoculture
0.012,0.027,895.1111111,1,flax,2011,monoculture
0.024,0.038,895.1111111,1,flax,2011,monoculture
0.015,0.026,895.1111111,1,flax,2011,monoculture
0.009,0.017,895.1111111,1,flax,2011,monoculture
0.003,0.014,895.1111111,1,flax,2011,monoculture
0.005,0.013,1258.666667,1,flax,2011,monoculture
0.014,0.027,1258.666667,1,flax,2011,monoculture
0.012,0.024,1258.666667,1,flax,2011,monoculture
0.013,0.024,1258.666667,1,flax,2011,monoculture
0.015,0.028,1258.666667,1,flax,2011,monoculture
0.004,0.011,1258.666667,1,flax,2011,monoculture
0.011,0.032,1258.666667,1,flax,2011,monoculture
0.009,0.02,1258.666667,1,flax,2011,monoculture
0.014,0.028,1258.666667,1,flax,2011,monoculture
0.013,0.024,1258.666667,1,flax,2011,monoculture
0.015,0.036,1258.666667,1,flax,2011,monoculture
0.012,0.025,1258.666667,1,flax,2011,monoculture
0.011,0.024,1258.666667,1,flax,2011,monoculture
0.01,0.019,1258.666667,1,flax,2011,monoculture
0.014,0.026,1258.666667,1,flax,2011,monoculture
0.01,0.02,1258.666667,1,flax,2011,monoculture
0.008,0.016,1258.666667,1,flax,2011,monoculture
0.011,0.019,1258.666667,1,flax,2011,monoculture
0.008,0.018,1258.666667,1,flax,2011,monoculture
0.013,0.03,1258.666667,1,flax,2011,monoculture
0.024,0.033,2142.666667,1,flax,2011,monoculture
0.018,0.034,2142.666667,1,flax,2011,monoculture
0.008,0.016,2142.666667,1,flax,2011,monoculture
0.01,0.021,2142.666667,1,flax,2011,monoculture
0.018,0.036,2142.666667,1,flax,2011,monoculture
0.029,0.046,2142.666667,1,flax,2011,monoculture
0.011,0.021,2142.666667,1,flax,2011,monoculture
0.012,0.023,2142.666667,1,flax,2011,monoculture
0.023,0.044,2142.666667,1,flax,2011,monoculture
0.019,0.031,2142.666667,1,flax,2011,monoculture
0.011,0.022,2142.666667,1,flax,2011,monoculture
0.015,0.023,2142.666667,1,flax,2011,monoculture
0.017,0.029,2142.666667,1,flax,2011,monoculture
0.006,0.015,2142.666667,1,flax,2011,monoculture
0.007,0.019,2142.666667,1,flax,2011,monoculture
0.007,0.018,0.000444444,1,flax,2011,monoculture
0.006,0.01,0.000444444,1,flax,2011,monoculture
0.005,0.016,0.000444444,1,flax,2011,monoculture
0.007,0.016,0.000444444,1,flax,2011,monoculture
0.011,0.027,3323.111111,1,flax,2011,monoculture
0.015,0.03,3323.111111,1,flax,2011,monoculture
0.013,0.025,3323.111111,1,flax,2011,monoculture
0.019,0.034,3323.111111,1,flax,2011,monoculture
0.008,0.025,3323.111111,1,flax,2011,monoculture
0.006,0.017,3323.111111,1,flax,2011,monoculture
0.012,0.023,3323.111111,1,flax,2011,monoculture
0.015,0.032,3323.111111,1,flax,2011,monoculture
0.017,0.036,3323.111111,1,flax,2011,monoculture
0.011,0.025,3323.111111,1,flax,2011,monoculture
0.009,0.024,3323.111111,1,flax,2011,monoculture
0.013,0.028,3323.111111,1,flax,2011,monoculture
0.009,0.017,3323.111111,1,flax,2011,monoculture
0.019,0.035,3323.111111,1,flax,2011,monoculture
0.023,0.045,3323.111111,1,flax,2011,monoculture
0.005,0.012,3323.111111,1,flax,2011,monoculture
0.004,0.007,3323.111111,1,flax,2011,monoculture
0.008,0.017,3323.111111,1,flax,2011,monoculture
0.007,0.016,3323.111111,1,flax,2011,monoculture
0.005,0.012,3323.111111,1,flax,2011,monoculture
0.077,0.122,114.2222222,1,flax,2011,monoculture
0.025,0.041,114.2222222,1,flax,2011,monoculture
0.065,0.097,114.2222222,1,flax,2011,monoculture
0.023,0.032,114.2222222,1,flax,2011,monoculture
0.022,0.033,114.2222222,1,flax,2011,monoculture
0.022,0.048,114.2222222,1,flax,2011,monoculture
0.027,0.042,114.2222222,1,flax,2011,monoculture
0.032,0.056,114.2222222,1,flax,2011,monoculture
0.025,0.044,114.2222222,1,flax,2011,monoculture
0.026,0.043,114.2222222,1,flax,2011,monoculture
0.028,0.044,114.2222222,1,flax,2011,monoculture
0.014,0.026,114.2222222,1,flax,2011,monoculture
0.014,0.023,114.2222222,1,flax,2011,monoculture
0.017,0.038,114.2222222,1,flax,2011,monoculture
0.018,0.026,114.2222222,1,flax,2011,monoculture
0.014,0.02,114.2222222,1,flax,2011,monoculture
0.005,0.008,114.2222222,1,flax,2011,monoculture
0.004,0.007,114.2222222,1,flax,2011,monoculture
0.006,0.009,114.2222222,1,flax,2011,monoculture
0.007,0.009,114.2222222,1,flax,2011,monoculture
0.034,0.053,231.5555556,1,flax,2011,monoculture
0.016,0.032,231.5555556,1,flax,2011,monoculture
0.032,0.059,231.5555556,1,flax,2011,monoculture
0.025,0.048,231.5555556,1,flax,2011,monoculture
0.032,0.058,231.5555556,1,flax,2011,monoculture
0.017,0.036,231.5555556,1,flax,2011,monoculture
0.05,0.074,231.5555556,1,flax,2011,monoculture
0.026,0.055,231.5555556,1,flax,2011,monoculture
0.014,0.028,231.5555556,1,flax,2011,monoculture
0.023,0.038,231.5555556,1,flax,2011,monoculture
0.011,0.019,231.5555556,1,flax,2011,monoculture
0.013,0.021,231.5555556,1,flax,2011,monoculture
0.043,0.078,231.5555556,1,flax,2011,monoculture
0.03,0.046,231.5555556,1,flax,2011,monoculture
0.034,0.052,231.5555556,1,flax,2011,monoculture
0.016,0.026,231.5555556,1,flax,2011,monoculture
0.022,0.034,231.5555556,1,flax,2011,monoculture
0.008,0.015,231.5555556,1,flax,2011,monoculture
0.014,0.022,231.5555556,1,flax,2011,monoculture
0.01,0.017,231.5555556,1,flax,2011,monoculture
0.009,0.014,347.5555556,1,flax,2011,monoculture
0.009,0.024,347.5555556,1,flax,2011,monoculture
0.028,0.041,347.5555556,1,flax,2011,monoculture
0.015,0.028,347.5555556,1,flax,2011,monoculture
0.016,0.031,347.5555556,1,flax,2011,monoculture
0.008,0.014,347.5555556,1,flax,2011,monoculture
0.025,0.042,347.5555556,1,flax,2011,monoculture
0.011,0.02,347.5555556,1,flax,2011,monoculture
0.009,0.013,347.5555556,1,flax,2011,monoculture
0.008,0.016,347.5555556,1,flax,2011,monoculture
0.006,0.01,347.5555556,1,flax,2011,monoculture
0.01,0.013,347.5555556,1,flax,2011,monoculture
0.008,0.015,347.5555556,1,flax,2011,monoculture
0.011,0.021,347.5555556,1,flax,2011,monoculture
0.014,0.029,347.5555556,1,flax,2011,monoculture
0.005,0.011,347.5555556,1,flax,2011,monoculture
0.008,0.017,347.5555556,1,flax,2011,monoculture
0.009,0.016,347.5555556,1,flax,2011,monoculture
0.005,0.009,347.5555556,1,flax,2011,monoculture
0.006,0.008,347.5555556,1,flax,2011,monoculture
0.035,0.05,699.5555556,1,flax,2011,monoculture
0.051,0.078,699.5555556,1,flax,2011,monoculture
0.035,0.053,699.5555556,1,flax,2011,monoculture
0.028,0.047,699.5555556,1,flax,2011,monoculture
0.025,0.044,699.5555556,1,flax,2011,monoculture
0.023,0.041,699.5555556,1,flax,2011,monoculture
0.036,0.065,699.5555556,1,flax,2011,monoculture
0.015,0.032,699.5555556,1,flax,2011,monoculture
0.013,0.025,699.5555556,1,flax,2011,monoculture
0.012,0.023,699.5555556,1,flax,2011,monoculture
0.021,0.035,699.5555556,1,flax,2011,monoculture
0.009,0.016,699.5555556,1,flax,2011,monoculture
0.032,0.042,699.5555556,1,flax,2011,monoculture
0.02,0.032,699.5555556,1,flax,2011,monoculture
0.009,0.016,699.5555556,1,flax,2011,monoculture
0.008,0.017,699.5555556,1,flax,2011,monoculture
0.004,0.009,699.5555556,1,flax,2011,monoculture
0.007,0.011,699.5555556,1,flax,2011,monoculture
0.005,0.012,699.5555556,1,flax,2011,monoculture
0.002,0.004,699.5555556,1,flax,2011,monoculture
0.009,0.019,1484.444444,1,flax,2011,monoculture
0.019,0.045,1484.444444,1,flax,2011,monoculture
0.007,0.015,1484.444444,1,flax,2011,monoculture
0.005,0.014,1484.444444,1,flax,2011,monoculture
0.002,0.012,1484.444444,1,flax,2011,monoculture
0.007,0.011,1484.444444,1,flax,2011,monoculture
0.006,0.013,1484.444444,1,flax,2011,monoculture
0.009,0.021,1484.444444,1,flax,2011,monoculture
0.006,0.014,1484.444444,1,flax,2011,monoculture
0.006,0.016,1484.444444,1,flax,2011,monoculture
0.005,0.012,1484.444444,1,flax,2011,monoculture
0.008,0.016,1484.444444,1,flax,2011,monoculture
