leaf,total,density,timepoints,species,plantedyear,plantedtype
0.126,0.401,743.1111111,1,corn,2011,monoculture
0.032,0.186,743.1111111,1,corn,2011,monoculture
0.08,0.245,743.1111111,1,corn,2011,monoculture
0.176,0.572,743.1111111,1,corn,2011,monoculture
0.063,0.182,743.1111111,1,corn,2011,monoculture
0.101797333,0.328364444,743.1111111,1,corn,2011,monoculture
0.266,1.737791873,209.7777778,2,corn,2011,monoculture
0.17,1.602104693,209.7777778,2,corn,2011,monoculture
0.271,1.300023803,209.7777778,2,corn,2011,monoculture
0.306,1.878402041,209.7777778,2,corn,2011,monoculture
0.388,2.216760622,209.7777778,2,corn,2011,monoculture
0.217,1.359760881,209.7777778,2,corn,2011,monoculture
0.193,0.9887559,209.7777778,2,corn,2011,monoculture
0.261,1.440248574,209.7777778,2,corn,2011,monoculture
0.143,0.98562138,209.7777778,2,corn,2011,monoculture
0.242,0.812787457,209.7777778,2,corn,2011,monoculture
0.266,2.508254512,291.5555556,2,corn,2011,monoculture
0.232,1.728676069,291.5555556,2,corn,2011,monoculture
0.309,1.861351471,291.5555556,2,corn,2011,monoculture
0.173,1.120429692,291.5555556,2,corn,2011,monoculture
0.125,0.844882289,291.5555556,2,corn,2011,monoculture
0.139,0.952712442,291.5555556,2,corn,2011,monoculture
0.184,1.205539641,291.5555556,2,corn,2011,monoculture
0.167,0.991931732,291.5555556,2,corn,2011,monoculture
0.196,1.169312041,291.5555556,2,corn,2011,monoculture
0.325,2.251480163,291.5555556,2,corn,2011,monoculture
0.414,2.584275158,348,2,corn,2011,monoculture
0.33,2.073473164,348,2,corn,2011,monoculture
0.308,1.932155589,348,2,corn,2011,monoculture
0.327,2.707673783,348,2,corn,2011,monoculture
0.521,3.085969935,348,2,corn,2011,monoculture
0.264,2.073272535,348,2,corn,2011,monoculture
0.154,0.863346321,348,2,corn,2011,monoculture
0.242,1.526399339,348,2,corn,2011,monoculture
0.352,2.174100774,348,2,corn,2011,monoculture
0.207,1.36331418,348,2,corn,2011,monoculture
0.646,4.674661471,356,2,corn,2011,monoculture
0.404,2.322112718,356,2,corn,2011,monoculture
0.397,2.633298699,356,2,corn,2011,monoculture
0.411,2.903000673,356,2,corn,2011,monoculture
0.529,3.023715215,356,2,corn,2011,monoculture
0.32,3.138461318,356,2,corn,2011,monoculture
0.252,1.63097636,356,2,corn,2011,monoculture
0.458,3.255368002,356,2,corn,2011,monoculture
0.393,2.378879988,356,2,corn,2011,monoculture
0.538,2.752944837,356,2,corn,2011,monoculture
0.146,1.041453573,544,2,corn,2011,monoculture
0.103,0.926869502,544,2,corn,2011,monoculture
0.197,0.989986363,544,2,corn,2011,monoculture
0.306,1.755517965,544,2,corn,2011,monoculture
0.276,1.748432472,544,2,corn,2011,monoculture
0.094,0.635109196,544,2,corn,2011,monoculture
0.24,1.683348117,544,2,corn,2011,monoculture
0.284,1.511748843,544,2,corn,2011,monoculture
0.142,0.949367085,544,2,corn,2011,monoculture
0.249,1.847952585,544,2,corn,2011,monoculture
0.198,1.380752359,803.5555556,2,corn,2011,monoculture
0.177,1.162714016,803.5555556,2,corn,2011,monoculture
0.319,2.156302222,803.5555556,2,corn,2011,monoculture
0.136,0.98051383,803.5555556,2,corn,2011,monoculture
0.234,1.713198346,803.5555556,2,corn,2011,monoculture
0.204,1.535832645,803.5555556,2,corn,2011,monoculture
0.189,1.275992813,803.5555556,2,corn,2011,monoculture
0.259,1.703108099,803.5555556,2,corn,2011,monoculture
0.194,1.292817793,803.5555556,2,corn,2011,monoculture
0.179,1.211158527,803.5555556,2,corn,2011,monoculture
0.318,1.85989625,281.7777778,2,corn,2011,monoculture
0.444,2.628792839,281.7777778,2,corn,2011,monoculture
0.15,0.86560649,281.7777778,2,corn,2011,monoculture
0.33,1.905309559,281.7777778,2,corn,2011,monoculture
0.246,1.519885401,281.7777778,2,corn,2011,monoculture
0.266,1.734605559,281.7777778,2,corn,2011,monoculture
0.167,0.823157775,281.7777778,2,corn,2011,monoculture
0.372,1.981056723,281.7777778,2,corn,2011,monoculture
0.419,2.639450608,281.7777778,2,corn,2011,monoculture
0.397,2.229292521,281.7777778,2,corn,2011,monoculture
0.248,1.270196783,658.6666667,2,corn,2011,monoculture
0.303,2.050482399,658.6666667,2,corn,2011,monoculture
0.349,2.015818653,658.6666667,2,corn,2011,monoculture
0.432,1.833155015,658.6666667,2,corn,2011,monoculture
0.46,2.620412691,658.6666667,2,corn,2011,monoculture
0.263,1.927950874,658.6666667,2,corn,2011,monoculture
0.22,0.978878242,658.6666667,2,corn,2011,monoculture
0.314,1.727640554,658.6666667,2,corn,2011,monoculture
0.132,0.727732553,658.6666667,2,corn,2011,monoculture
0.239,1.141475355,658.6666667,2,corn,2011,monoculture
0.231,1.146953878,877.3333333,2,corn,2011,monoculture
0.18,0.884319201,877.3333333,2,corn,2011,monoculture
0.199,1.306247685,877.3333333,2,corn,2011,monoculture
0.123,0.717841519,877.3333333,2,corn,2011,monoculture
0.262,1.728626845,877.3333333,2,corn,2011,monoculture
0.205,1.134006802,877.3333333,2,corn,2011,monoculture
0.19,0.936037459,877.3333333,2,corn,2011,monoculture
0.171,1.119743521,877.3333333,2,corn,2011,monoculture
0.121,0.712571623,877.3333333,2,corn,2011,monoculture
0.33,1.951504635,877.3333333,2,corn,2011,monoculture
0.677,4.607349914,218.6666667,3,corn,2011,monoculture
0.873,13.7726517,218.6666667,3,corn,2011,monoculture
0.516,3.458837574,218.6666667,3,corn,2011,monoculture
0.552,2.437099079,218.6666667,3,corn,2011,monoculture
0.505,2.565775579,218.6666667,3,corn,2011,monoculture
0.277,1.17482409,218.6666667,3,corn,2011,monoculture
0.489,2.947965732,218.6666667,3,corn,2011,monoculture
0.609,3.657174486,218.6666667,3,corn,2011,monoculture
0.344,2.057001587,218.6666667,3,corn,2011,monoculture
0.351,2.249465643,218.6666667,3,corn,2011,monoculture
0.333,1.431628781,644.4444444,3,corn,2011,monoculture
0.193,0.859851217,644.4444444,3,corn,2011,monoculture
0.269,1.616166593,644.4444444,3,corn,2011,monoculture
0.373,1.914132566,644.4444444,3,corn,2011,monoculture
0.305,2.085840183,644.4444444,3,corn,2011,monoculture
0.2,1.341652162,644.4444444,3,corn,2011,monoculture
0.221,1.408064711,644.4444444,3,corn,2011,monoculture
0.618,3.902954047,644.4444444,3,corn,2011,monoculture
0.368,2.077426425,644.4444444,3,corn,2011,monoculture
0.221,1.359009035,644.4444444,3,corn,2011,monoculture
0.214,1.220479611,626.6666667,3,corn,2011,monoculture
0.325,1.892521515,626.6666667,3,corn,2011,monoculture
0.645,3.19314432,626.6666667,3,corn,2011,monoculture
0.642,3.699067772,626.6666667,3,corn,2011,monoculture
0.418,2.302235561,626.6666667,3,corn,2011,monoculture
0.432,2.548356911,626.6666667,3,corn,2011,monoculture
0.512,3.084034814,626.6666667,3,corn,2011,monoculture
0.188,1.323134392,626.6666667,3,corn,2011,monoculture
0.351,2.022119888,626.6666667,3,corn,2011,monoculture
0.243,1.640395484,626.6666667,3,corn,2011,monoculture
0.567,2.81233163,256,3,corn,2011,monoculture
0.901,6.110682645,256,3,corn,2011,monoculture
0.493,2.734253372,256,3,corn,2011,monoculture
0.768,4.588384545,256,3,corn,2011,monoculture
0.846,5.335635975,256,3,corn,2011,monoculture
0.466,3.010425834,256,3,corn,2011,monoculture
0.672,3.907274995,256,3,corn,2011,monoculture
0.704,4.484216924,256,3,corn,2011,monoculture
0.702,4.883111244,256,3,corn,2011,monoculture
0.495,3.269220813,256,3,corn,2011,monoculture
0.194,1.608359196,266.6666667,3,corn,2011,monoculture
0.352,1.83993631,266.6666667,3,corn,2011,monoculture
0.548,3.19314432,266.6666667,3,corn,2011,monoculture
0.233,1.359009035,266.6666667,3,corn,2011,monoculture
0.399,2.313835337,266.6666667,3,corn,2011,monoculture
0.256,1.739069254,266.6666667,3,corn,2011,monoculture
0.25,1.57630234,266.6666667,3,corn,2011,monoculture
0.477,3.084034814,266.6666667,3,corn,2011,monoculture
0.449,2.404410768,266.6666667,3,corn,2011,monoculture
0.401,2.077426425,266.6666667,3,corn,2011,monoculture
0.226,1.775887168,787.5555556,3,corn,2011,monoculture
0.271,1.481990153,787.5555556,3,corn,2011,monoculture
0.07,1.238380325,787.5555556,3,corn,2011,monoculture
0.26,1.815045548,787.5555556,3,corn,2011,monoculture
0.329,1.782272526,787.5555556,3,corn,2011,monoculture
0.321,1.591635156,787.5555556,3,corn,2011,monoculture
0.218,1.471322121,787.5555556,3,corn,2011,monoculture
0.493,2.887431862,787.5555556,3,corn,2011,monoculture
0.245,1.37221748,787.5555556,3,corn,2011,monoculture
0.361,2.626035322,787.5555556,3,corn,2011,monoculture
0.495,2.901689836,257.7777778,3,corn,2011,monoculture
0.671,3.976977991,257.7777778,3,corn,2011,monoculture
0.668,3.330069352,257.7777778,3,corn,2011,monoculture
0.516,2.656549686,257.7777778,3,corn,2011,monoculture
0.242,1.265139022,257.7777778,3,corn,2011,monoculture
0.525,2.380927094,257.7777778,3,corn,2011,monoculture
0.354,2.190048218,257.7777778,3,corn,2011,monoculture
0.46,2.416306122,257.7777778,3,corn,2011,monoculture
0.282,1.709309928,257.7777778,3,corn,2011,monoculture
0.353,2.040450869,257.7777778,3,corn,2011,monoculture
0.419,2.319118673,440.8888889,3,corn,2011,monoculture
0.169,1.07290371,440.8888889,3,corn,2011,monoculture
0.297,5.945192977,440.8888889,3,corn,2011,monoculture
0.398,2.168118648,440.8888889,3,corn,2011,monoculture
0.491,2.748781076,440.8888889,3,corn,2011,monoculture
0.373,1.00789559,440.8888889,3,corn,2011,monoculture
0.328,2.028726961,440.8888889,3,corn,2011,monoculture
0.303,2.023349548,440.8888889,3,corn,2011,monoculture
0.409,2.077426425,440.8888889,3,corn,2011,monoculture
0.391,2.199717767,440.8888889,3,corn,2011,monoculture
0.235,1.518972419,645.3333333,3,corn,2011,monoculture
0.497,2.665127086,645.3333333,3,corn,2011,monoculture
0.451,2.503707073,645.3333333,3,corn,2011,monoculture
0.362,2.071815828,645.3333333,3,corn,2011,monoculture
0.372,2.596210361,645.3333333,3,corn,2011,monoculture
0.343,1.729965032,645.3333333,3,corn,2011,monoculture
0.457,2.596210361,645.3333333,3,corn,2011,monoculture
0.215,1.381856798,645.3333333,3,corn,2011,monoculture
0.212,1.518972419,645.3333333,3,corn,2011,monoculture
0.28,1.663925551,645.3333333,3,corn,2011,monoculture
1.357,5.08558909,221.7777778,4,corn,2011,monoculture
1.113,4.663335327,221.7777778,4,corn,2011,monoculture
0.357,1.73437064,221.7777778,4,corn,2011,monoculture
1.074,5.642201346,221.7777778,4,corn,2011,monoculture
1.082,5.271102872,221.7777778,4,corn,2011,monoculture
1.053,4.893792158,221.7777778,4,corn,2011,monoculture
0.819,2.806371719,221.7777778,4,corn,2011,monoculture
0.4,2.068005096,221.7777778,4,corn,2011,monoculture
0.273,1.654339578,221.7777778,4,corn,2011,monoculture
1.107,3.92446765,221.7777778,4,corn,2011,monoculture
0.424,2.951825663,636.8888889,4,corn,2011,monoculture
0.973,7.233831106,636.8888889,4,corn,2011,monoculture
0.393,1.79948233,636.8888889,4,corn,2011,monoculture
0.29,1.531878054,636.8888889,4,corn,2011,monoculture
0.598,2.852980357,636.8888889,4,corn,2011,monoculture
0.526,3.022626516,636.8888889,4,corn,2011,monoculture
0.694,4.233904535,636.8888889,4,corn,2011,monoculture
0.079,0.28747885,636.8888889,4,corn,2011,monoculture
0.26,0.980697551,636.8888889,4,corn,2011,monoculture
0.347,1.553826474,636.8888889,4,corn,2011,monoculture
0.838,4.004847748,661.7777778,4,corn,2011,monoculture
0.714,3.616124609,661.7777778,4,corn,2011,monoculture
0.099,0.28196392,661.7777778,4,corn,2011,monoculture
0.173,0.786177244,661.7777778,4,corn,2011,monoculture
0.513,2.872116129,661.7777778,4,corn,2011,monoculture
1.117,5.10202186,661.7777778,4,corn,2011,monoculture
0.333,1.534726817,661.7777778,4,corn,2011,monoculture
0.469,1.721659547,661.7777778,4,corn,2011,monoculture
1.006,6.30679163,661.7777778,4,corn,2011,monoculture
0.105,0.603540112,661.7777778,4,corn,2011,monoculture
0.681,3.60580253,251.5555556,4,corn,2011,monoculture
0.664,3.511342788,251.5555556,4,corn,2011,monoculture
1.419,9.478740814,251.5555556,4,corn,2011,monoculture
2.256,12.96547151,251.5555556,4,corn,2011,monoculture
0.386,1.465763309,251.5555556,4,corn,2011,monoculture
0.665,3.189976814,251.5555556,4,corn,2011,monoculture
0.932,4.068803574,251.5555556,4,corn,2011,monoculture
1.623,6.490868708,251.5555556,4,corn,2011,monoculture
0.653,3.216632082,251.5555556,4,corn,2011,monoculture
1.025,6.081095785,251.5555556,4,corn,2011,monoculture
0.175,0.633985678,260.8888889,4,corn,2011,monoculture
0.182,1.186180527,260.8888889,4,corn,2011,monoculture
0.103,0.364070282,260.8888889,4,corn,2011,monoculture
0.446,3.10008716,260.8888889,4,corn,2011,monoculture
1.468,7.38107632,260.8888889,4,corn,2011,monoculture
0.823,3.302128841,260.8888889,4,corn,2011,monoculture
0.125,0.444213285,260.8888889,4,corn,2011,monoculture
0.842,6.031924833,260.8888889,4,corn,2011,monoculture
0.564,1.977311345,260.8888889,4,corn,2011,monoculture
0.583,2.597243927,260.8888889,4,corn,2011,monoculture
0.302,1.805198729,756.8888889,4,corn,2011,monoculture
0.444,2.415592792,756.8888889,4,corn,2011,monoculture
0.135,0.63820959,756.8888889,4,corn,2011,monoculture
1.125,6.891389652,756.8888889,4,corn,2011,monoculture
0.293,1.51491103,756.8888889,4,corn,2011,monoculture
0.255,0.570217753,756.8888889,4,corn,2011,monoculture
0.134,0.735837482,756.8888889,4,corn,2011,monoculture
0.401,2.460434468,756.8888889,4,corn,2011,monoculture
0.356,2.041299912,756.8888889,4,corn,2011,monoculture
0.55,2.51014165,756.8888889,4,corn,2011,monoculture
0.405,2.104337436,250.2222222,4,corn,2011,monoculture
0.861,3.971651753,250.2222222,4,corn,2011,monoculture
1.554,4.151113382,250.2222222,4,corn,2011,monoculture
2.261,10.69396973,250.2222222,4,corn,2011,monoculture
0.818,3.931983917,250.2222222,4,corn,2011,monoculture
0.41,1.881672893,250.2222222,4,corn,2011,monoculture
0.953,6.582935713,250.2222222,4,corn,2011,monoculture
0.639,3.479883351,250.2222222,4,corn,2011,monoculture
0.695,3.171591471,250.2222222,4,corn,2011,monoculture
0.347,1.941559771,250.2222222,4,corn,2011,monoculture
0.53,2.333479691,420.4444444,4,corn,2011,monoculture
0.189,0.736036297,420.4444444,4,corn,2011,monoculture
0.533,2.986251913,420.4444444,4,corn,2011,monoculture
0.733,3.675935958,420.4444444,4,corn,2011,monoculture
0.547,2.428595247,420.4444444,4,corn,2011,monoculture
0.452,1.814487528,420.4444444,4,corn,2011,monoculture
0.627,3.098619216,420.4444444,4,corn,2011,monoculture
0.057,0.146826276,420.4444444,4,corn,2011,monoculture
1.728,9.873764321,420.4444444,4,corn,2011,monoculture
0.914,5.162873615,420.4444444,4,corn,2011,monoculture
0.58,2.927987966,638.6666667,4,corn,2011,monoculture
0.729,4.696432507,638.6666667,4,corn,2011,monoculture
0.214,1.45616682,638.6666667,4,corn,2011,monoculture
0.64,2.842466009,638.6666667,4,corn,2011,monoculture
0.309,1.179965436,638.6666667,4,corn,2011,monoculture
0.228,0.822492505,638.6666667,4,corn,2011,monoculture
0.306,0.98015059,638.6666667,4,corn,2011,monoculture
0.598,3.39853954,638.6666667,4,corn,2011,monoculture
0.26,1.223946813,638.6666667,4,corn,2011,monoculture
0.353,1.060138529,638.6666667,4,corn,2011,monoculture
0.992,4.648275554,214.2222222,5,corn,2011,monoculture
2.742,9.196868883,214.2222222,5,corn,2011,monoculture
2.349,6.990946458,214.2222222,5,corn,2011,monoculture
0.675,3.770733107,214.2222222,5,corn,2011,monoculture
2.516,7.679198627,214.2222222,5,corn,2011,monoculture
0.339,15.46240419,214.2222222,5,corn,2011,monoculture
0.153,18.77253649,214.2222222,5,corn,2011,monoculture
0.634,2.991362513,214.2222222,5,corn,2011,monoculture
0.985,9.772267582,214.2222222,5,corn,2011,monoculture
0.634,7.54118387,214.2222222,5,corn,2011,monoculture
0.672,2.439668279,630.6666667,5,corn,2011,monoculture
0.739,2.901110117,630.6666667,5,corn,2011,monoculture
1.786,2.175421751,630.6666667,5,corn,2011,monoculture
0.569,1.783618689,630.6666667,5,corn,2011,monoculture
0.831,0.734417517,630.6666667,5,corn,2011,monoculture
0.627,5.392317591,630.6666667,5,corn,2011,monoculture
0.593,3.005881466,630.6666667,5,corn,2011,monoculture
1.623,3.828086552,630.6666667,5,corn,2011,monoculture
0.99,5.576539063,630.6666667,5,corn,2011,monoculture
0.887,13.87743243,630.6666667,5,corn,2011,monoculture
1.108,2.886509909,623.1111111,5,corn,2011,monoculture
1.022,3.135385588,623.1111111,5,corn,2011,monoculture
0.808,3.557667937,623.1111111,5,corn,2011,monoculture
0.932,2.356071718,623.1111111,5,corn,2011,monoculture
0.675,3.592287525,623.1111111,5,corn,2011,monoculture
0.551,2.130084929,623.1111111,5,corn,2011,monoculture
1.379,0.661045859,623.1111111,5,corn,2011,monoculture
0.86,4.33638558,623.1111111,5,corn,2011,monoculture
0.675,0.787219296,623.1111111,5,corn,2011,monoculture
0.822,1.710965761,623.1111111,5,corn,2011,monoculture
2.456,8.401416173,247.5555556,5,corn,2011,monoculture
1.536,5.096337322,247.5555556,5,corn,2011,monoculture
2.031,4.311514192,247.5555556,5,corn,2011,monoculture
0.687,2.067148991,247.5555556,5,corn,2011,monoculture
0.923,2.835030715,247.5555556,5,corn,2011,monoculture
2.115,3.436266969,247.5555556,5,corn,2011,monoculture
2.349,6.81150076,247.5555556,5,corn,2011,monoculture
0.853,8.467515827,247.5555556,5,corn,2011,monoculture
1.674,3.572649785,247.5555556,5,corn,2011,monoculture
3.226,8.444675637,247.5555556,5,corn,2011,monoculture
0.636,2.190521026,255.5555556,5,corn,2011,monoculture
1.432,3.030911188,255.5555556,5,corn,2011,monoculture
0.516,2.11545617,255.5555556,5,corn,2011,monoculture
1.167,1.207557514,255.5555556,5,corn,2011,monoculture
0.597,1.406759359,255.5555556,5,corn,2011,monoculture
0.226,1.780983314,255.5555556,5,corn,2011,monoculture
0.678,1.535251077,255.5555556,5,corn,2011,monoculture
0.419,0.753127332,255.5555556,5,corn,2011,monoculture
0.952,2.175676888,255.5555556,5,corn,2011,monoculture
1.371,8.686760106,255.5555556,5,corn,2011,monoculture
0.799,1.701768129,747.5555556,5,corn,2011,monoculture
0.385,2.248926987,747.5555556,5,corn,2011,monoculture
0.388,1.946305907,747.5555556,5,corn,2011,monoculture
0.985,1.272967649,747.5555556,5,corn,2011,monoculture
0.357,1.332145609,747.5555556,5,corn,2011,monoculture
0.921,1.209471544,747.5555556,5,corn,2011,monoculture
0.346,1.365580777,747.5555556,5,corn,2011,monoculture
0.197,0.929080747,747.5555556,5,corn,2011,monoculture
1.349,0.438719249,747.5555556,5,corn,2011,monoculture
1.493,4.064942224,248,5,corn,2011,monoculture
2.418,4.095403383,248,5,corn,2011,monoculture
2.15,4.799889096,248,5,corn,2011,monoculture
1.229,4.736274494,248,5,corn,2011,monoculture
0.967,6.100315441,248,5,corn,2011,monoculture
0.563,4.007790607,248,5,corn,2011,monoculture
1.297,2.174985251,248,5,corn,2011,monoculture
2.583,5.530120031,248,5,corn,2011,monoculture
0.389,9.649904879,248,5,corn,2011,monoculture
1.522,5.205842255,248,5,corn,2011,monoculture
1.666,5.691588809,413.7777778,5,corn,2011,monoculture
1.979,5.445102544,413.7777778,5,corn,2011,monoculture
1.006,4.502980421,413.7777778,5,corn,2011,monoculture
1.334,2.813556451,413.7777778,5,corn,2011,monoculture
0.562,1.325003573,413.7777778,5,corn,2011,monoculture
0.334,4.107445763,413.7777778,5,corn,2011,monoculture
0.526,5.6551692,413.7777778,5,corn,2011,monoculture
1.362,4.296853956,413.7777778,5,corn,2011,monoculture
0.95,3.244078224,413.7777778,5,corn,2011,monoculture
1.332,1.224546874,413.7777778,5,corn,2011,monoculture
1.006,3.217064004,637.7777778,5,corn,2011,monoculture
1.088,2.567435463,637.7777778,5,corn,2011,monoculture
0.611,1.504303804,637.7777778,5,corn,2011,monoculture
1.267,1.964107639,637.7777778,5,corn,2011,monoculture
0.634,1.06007306,637.7777778,5,corn,2011,monoculture
1.295,0.670211594,637.7777778,5,corn,2011,monoculture
0.265,0.776931239,637.7777778,5,corn,2011,monoculture
0.352,0.970372896,637.7777778,5,corn,2011,monoculture
0.729,0.710501894,637.7777778,5,corn,2011,monoculture
0.573,0.830908794,637.7777778,5,corn,2011,monoculture
12.759,127.782,0.444444444,6,corn,2011,monoculture
31.857,99.903,0.888888889,6,corn,2011,monoculture
30.549,105.795,0.888888889,6,corn,2011,monoculture
45.628,126.965,1.777777778,6,corn,2011,monoculture
37.217,86.556,1.777777778,6,corn,2011,monoculture
34.876,72.762,1.777777778,6,corn,2011,monoculture
25.685,94.864,1.777777778,6,corn,2011,monoculture
18.611,53.203,16,6,corn,2011,monoculture
21.564,79.534,16,6,corn,2011,monoculture
20.832,79.322,16,6,corn,2011,monoculture
16.215,48.526,16,6,corn,2011,monoculture
20.549,69.543,16,6,corn,2011,monoculture
8.738,28.853,19.11111111,6,corn,2011,monoculture
14.804,52.092,19.11111111,6,corn,2011,monoculture
7.805,18.671,19.11111111,6,corn,2011,monoculture
5.387,18.225,19.11111111,6,corn,2011,monoculture
16.283,43.49,19.11111111,6,corn,2011,monoculture
39.524,102.786,19.11111111,6,corn,2011,monoculture
7.598,19.822,19.11111111,6,corn,2011,monoculture
10.324,31.79,19.11111111,6,corn,2011,monoculture
10.687,36.547,19.11111111,6,corn,2011,monoculture
6.239,19.87,19.11111111,6,corn,2011,monoculture
10.894,32.907,19.11111111,6,corn,2011,monoculture
10.384,32.314,19.11111111,6,corn,2011,monoculture
6.529,17.811,19.11111111,6,corn,2011,monoculture
22.897,86.114,19.11111111,6,corn,2011,monoculture
3.641,14.015,19.11111111,6,corn,2011,monoculture
13.969,37.41,22.22222222,6,corn,2011,monoculture
9.879,28.207,22.22222222,6,corn,2011,monoculture
8.117,22.059,22.22222222,6,corn,2011,monoculture
11.524,28.741,22.22222222,6,corn,2011,monoculture
15.369,43.29,22.22222222,6,corn,2011,monoculture
3.517,14.701,22.22222222,6,corn,2011,monoculture
5.679,19.447,22.22222222,6,corn,2011,monoculture
7.342,20.855,22.22222222,6,corn,2011,monoculture
6.258,22.075,22.22222222,6,corn,2011,monoculture
3.547,22.411,22.22222222,6,corn,2011,monoculture
2.215,8.299,22.22222222,6,corn,2011,monoculture
5.086,18.439,22.22222222,6,corn,2011,monoculture
9.324,26.953,22.22222222,6,corn,2011,monoculture
2.547,14.456,22.22222222,6,corn,2011,monoculture
6.587,22.811,22.22222222,6,corn,2011,monoculture
